     ELL          D_ELL            ERR
       I              E              E
               muKcmb^2       muKcmb^2
     751   2.208500E+01   4.013000E+00
     752   2.638800E+01   4.008000E+00
     753   2.535200E+01   4.002000E+00
     754   3.038700E+01   3.997000E+00
     755   3.024900E+01   3.992000E+00
     756   3.139300E+01   3.987000E+00
     757   2.334400E+01   3.982000E+00
     758   1.956200E+01   3.977000E+00
     759   2.975300E+01   3.972000E+00
     760   3.333600E+01   3.967000E+00
     761   2.803300E+01   3.962000E+00
     762   2.066800E+01   3.957000E+00
     763   2.337500E+01   3.953000E+00
     764   2.322600E+01   3.948000E+00
     765   2.624900E+01   3.944000E+00
     766   1.614600E+01   3.939000E+00
     767   2.617100E+01   3.935000E+00
     768   2.871700E+01   3.931000E+00
     769   1.958400E+01   3.927000E+00
     770   1.849600E+01   3.923000E+00
     771   1.811200E+01   3.919000E+00
     772   2.697500E+01   3.915000E+00
     773   1.914500E+01   3.912000E+00
     774   2.336700E+01   3.908000E+00
     775   2.732600E+01   3.905000E+00
     776   1.812500E+01   3.902000E+00
     777   2.142500E+01   3.899000E+00
     778   2.391600E+01   3.896000E+00
     779   2.504400E+01   3.894000E+00
     780   1.777900E+01   3.891000E+00
     781   1.427900E+01   3.889000E+00
     782   1.870500E+01   3.887000E+00
     783   1.592300E+01   3.885000E+00
     784   2.086700E+01   3.883000E+00
     785   2.668500E+01   3.882000E+00
     786   2.129800E+01   3.881000E+00
     787   1.854400E+01   3.879000E+00
     788   1.957600E+01   3.879000E+00
     789   2.118700E+01   3.878000E+00
     790   1.276100E+01   3.877000E+00
     791   1.509500E+01   3.877000E+00
     792   2.101000E+01   3.877000E+00
     793   1.919700E+01   3.877000E+00
     794   1.674200E+01   3.878000E+00
     795   1.571800E+01   3.878000E+00
     796   1.958200E+01   3.879000E+00
     797   1.917100E+01   3.881000E+00
     798   2.111100E+01   3.882000E+00
     799   1.615100E+01   3.884000E+00
     800   1.053600E+01   3.886000E+00
     801   1.800400E+01   3.888000E+00
     802   9.898000E+00   3.890000E+00
     803   1.485900E+01   3.893000E+00
     804   1.692300E+01   3.896000E+00
     805   1.440100E+01   3.899000E+00
     806   1.996100E+01   3.902000E+00
     807   2.131800E+01   3.906000E+00
     808   1.583500E+01   3.910000E+00
     809   1.450400E+01   3.914000E+00
     810   1.437700E+01   3.919000E+00
     811   1.603000E+01   3.924000E+00
     812   1.775000E+01   3.929000E+00
     813   1.562300E+01   3.934000E+00
     814   1.426200E+01   3.940000E+00
     815   1.575800E+01   3.946000E+00
     816   1.624200E+01   3.952000E+00
     817   1.033700E+01   3.959000E+00
     818   1.294400E+01   3.966000E+00
     819   1.035900E+01   3.973000E+00
     820   1.131600E+01   3.980000E+00
     821   1.240700E+01   3.988000E+00
     822   7.271000E+00   3.996000E+00
     823   1.409300E+01   4.004000E+00
     824   1.831800E+01   4.013000E+00
     825   1.820200E+01   4.021000E+00
     826   2.844000E+00   4.031000E+00
     827   1.376500E+01   4.040000E+00
     828   1.291700E+01   4.050000E+00
     829   1.265000E+01   4.060000E+00
     830   1.559000E+01   4.070000E+00
     831   1.228400E+01   4.081000E+00
     832   1.447300E+01   4.092000E+00
     833   1.050200E+01   4.103000E+00
     834   9.989000E+00   4.115000E+00
     835   1.467700E+01   4.126000E+00
     836   5.666000E+00   4.138000E+00
     837   1.154600E+01   4.151000E+00
     838   1.315100E+01   4.164000E+00
     839   1.251000E+01   4.177000E+00
     840   1.512500E+01   4.190000E+00
     841   1.633600E+01   4.203000E+00
     842   6.425000E+00   4.217000E+00
     843   1.573600E+01   4.232000E+00
     844   1.402300E+01   4.246000E+00
     845   1.108100E+01   4.261000E+00
     846   1.194100E+01   4.276000E+00
     847   1.794300E+01   4.291000E+00
     848   7.684000E+00   4.307000E+00
     849   1.199700E+01   4.323000E+00
     850   2.199900E+01   4.339000E+00
     851   8.351000E+00   4.355000E+00
     852   1.667500E+01   4.372000E+00
     853   5.930000E+00   4.389000E+00
     854   9.342000E+00   4.407000E+00
     855   1.967200E+01   4.424000E+00
     856   1.226300E+01   4.442000E+00
     857   1.313300E+01   4.460000E+00
     858   1.460500E+01   4.479000E+00
     859   1.680100E+01   4.497000E+00
     860   1.559200E+01   4.516000E+00
     861   1.257800E+01   4.536000E+00
     862   1.623700E+01   4.555000E+00
     863   1.460400E+01   4.575000E+00
     864   1.544300E+01   4.595000E+00
     865   1.445600E+01   4.615000E+00
     866   9.787000E+00   4.636000E+00
     867   2.512100E+01   4.656000E+00
     868   1.445900E+01   4.677000E+00
     869   1.491000E+01   4.698000E+00
     870   1.446100E+01   4.720000E+00
     871   1.901800E+01   4.742000E+00
     872   1.647900E+01   4.763000E+00
     873   2.402500E+01   4.786000E+00
     874   1.342500E+01   4.808000E+00
     875   1.595200E+01   4.830000E+00
     876   2.510200E+01   4.853000E+00
     877   2.370200E+01   4.876000E+00
     878   1.977600E+01   4.899000E+00
     879   1.400100E+01   4.923000E+00
     880   1.824200E+01   4.946000E+00
     881   1.904800E+01   4.970000E+00
     882   2.245300E+01   4.994000E+00
     883   1.988500E+01   5.018000E+00
     884   1.746500E+01   5.043000E+00
     885   1.862700E+01   5.067000E+00
     886   1.986800E+01   5.092000E+00
     887   3.739500E+01   5.117000E+00
     888   2.752300E+01   5.142000E+00
     889   1.767100E+01   5.167000E+00
     890   1.863400E+01   5.193000E+00
     891   2.202200E+01   5.218000E+00
     892   2.195900E+01   5.244000E+00
     893   2.032700E+01   5.270000E+00
     894   2.157300E+01   5.296000E+00
     895   2.890600E+01   5.322000E+00
     896   1.685500E+01   5.348000E+00
     897   1.925500E+01   5.374000E+00
     898   3.708000E+01   5.401000E+00
     899   2.737900E+01   5.427000E+00
     900   1.985800E+01   5.454000E+00
     901   3.099700E+01   5.481000E+00
     902   2.269900E+01   5.508000E+00
     903   2.095900E+01   5.535000E+00
     904   2.865300E+01   5.562000E+00
     905   2.128400E+01   5.589000E+00
     906   2.834200E+01   5.616000E+00
     907   3.169900E+01   5.644000E+00
     908   1.077000E+01   5.671000E+00
     909   1.765200E+01   5.699000E+00
     910   1.808800E+01   5.726000E+00
     911   3.785700E+01   5.754000E+00
     912   3.768200E+01   5.781000E+00
     913   3.296500E+01   5.809000E+00
     914   1.622300E+01   5.837000E+00
     915   3.337000E+01   5.864000E+00
     916   3.165900E+01   5.892000E+00
     917   2.026700E+01   5.920000E+00
     918   2.765500E+01   5.947000E+00
     919   4.518500E+01   5.975000E+00
     920   2.681600E+01   6.003000E+00
     921   2.490200E+01   6.031000E+00
     922   3.053400E+01   6.059000E+00
     923   2.559700E+01   6.086000E+00
     924   3.646800E+01   6.114000E+00
     925   2.751800E+01   6.142000E+00
     926   2.680600E+01   6.170000E+00
     927   3.115100E+01   6.197000E+00
     928   2.692600E+01   6.225000E+00
     929   3.256400E+01   6.252000E+00
     930   3.745400E+01   6.280000E+00
     931   3.346000E+01   6.307000E+00
     932   2.680100E+01   6.335000E+00
     933   4.395100E+01   6.362000E+00
     934   3.157300E+01   6.389000E+00
     935   3.687100E+01   6.416000E+00
     936   3.592100E+01   6.444000E+00
     937   3.910400E+01   6.471000E+00
     938   4.361400E+01   6.498000E+00
     939   2.528300E+01   6.524000E+00
     940   4.593800E+01   6.551000E+00
     941   3.815600E+01   6.578000E+00
     942   3.770900E+01   6.604000E+00
     943   4.076500E+01   6.631000E+00
     944   3.534600E+01   6.657000E+00
     945   3.312400E+01   6.683000E+00
     946   3.910100E+01   6.709000E+00
     947   4.187100E+01   6.735000E+00
     948   3.126300E+01   6.761000E+00
     949   4.294000E+01   6.787000E+00
     950   3.193000E+01   6.812000E+00
     951   2.905400E+01   6.838000E+00
     952   4.418700E+01   6.863000E+00
     953   5.255800E+01   6.888000E+00
     954   3.605900E+01   6.913000E+00
     955   4.677200E+01   6.938000E+00
     956   3.992600E+01   6.963000E+00
     957   3.391400E+01   6.987000E+00
     958   4.811700E+01   7.012000E+00
     959   3.085400E+01   7.036000E+00
     960   3.333300E+01   7.060000E+00
     961   3.707400E+01   7.084000E+00
     962   4.436700E+01   7.108000E+00
     963   3.588300E+01   7.131000E+00
     964   3.726500E+01   7.154000E+00
     965   4.809900E+01   7.178000E+00
     966   3.466000E+01   7.201000E+00
     967   4.871800E+01   7.223000E+00
     968   4.287900E+01   7.246000E+00
     969   3.855300E+01   7.268000E+00
     970   3.830700E+01   7.290000E+00
     971   4.603400E+01   7.312000E+00
     972   3.941200E+01   7.334000E+00
     973   5.087500E+01   7.356000E+00
     974   2.672600E+01   7.377000E+00
     975   4.061300E+01   7.398000E+00
     976   3.464500E+01   7.419000E+00
     977   3.154100E+01   7.440000E+00
     978   5.086000E+01   7.461000E+00
     979   3.403300E+01   7.481000E+00
     980   5.104800E+01   7.501000E+00
     981   4.014700E+01   7.521000E+00
     982   4.699700E+01   7.541000E+00
     983   3.816300E+01   7.561000E+00
     984   3.908300E+01   7.580000E+00
     985   4.879600E+01   7.599000E+00
     986   2.860700E+01   7.618000E+00
     987   4.453700E+01   7.637000E+00
     988   3.955800E+01   7.656000E+00
     989   3.374800E+01   7.674000E+00
     990   3.563800E+01   7.692000E+00
     991   4.635700E+01   7.711000E+00
     992   4.655400E+01   7.728000E+00
     993   2.947100E+01   7.746000E+00
     994   3.978600E+01   7.763000E+00
     995   4.943400E+01   7.781000E+00
     996   3.805000E+01   7.798000E+00
     997   4.141500E+01   7.815000E+00
     998   5.303600E+01   7.853000E+00
     999   3.488200E+01   7.869000E+00
    1000   4.270700E+01   9.796000E+00
    1001   3.766900E+01   9.814000E+00
    1002   3.404800E+01   9.944000E+00
    1003   5.988400E+01   9.961000E+00
    1004   4.404500E+01   9.982000E+00
    1005   3.311300E+01   9.999000E+00
    1006   3.049800E+01   1.001600E+01
    1007   4.229200E+01   1.003300E+01
    1008   2.592500E+01   1.005000E+01
    1009   5.226100E+01   1.006600E+01
    1010   4.795300E+01   1.008200E+01
    1011   3.785200E+01   1.009800E+01
    1012   3.108900E+01   1.011400E+01
    1013   4.079600E+01   1.013000E+01
    1014   4.951500E+01   1.014500E+01
    1015   5.309500E+01   1.016100E+01
    1016   3.241000E+01   1.017600E+01
    1017   4.812400E+01   1.019100E+01
    1018   3.512200E+01   1.020500E+01
    1019   3.660200E+01   1.022000E+01
    1020   4.895100E+01   1.023500E+01
    1021   4.839400E+01   1.024900E+01
    1022   5.216400E+01   1.026300E+01
    1023   4.533200E+01   1.027700E+01
    1024   3.568100E+01   1.029100E+01
    1025   3.015000E+01   1.030500E+01
    1026   3.818100E+01   1.031800E+01
    1027   4.819200E+01   1.033200E+01
    1028   3.744400E+01   1.034500E+01
    1029   2.725200E+01   1.035900E+01
    1030   4.937400E+01   1.037200E+01
    1031   3.620100E+01   1.038500E+01
    1032   1.571700E+01   1.039800E+01
    1033   4.140700E+01   1.041100E+01
    1034   4.535400E+01   1.042400E+01
    1035   4.352800E+01   1.043700E+01
    1036   3.501000E+01   1.044900E+01
    1037   4.084300E+01   1.046200E+01
    1038   3.383700E+01   1.047400E+01
    1039   2.823400E+01   1.048700E+01
    1040   4.156800E+01   1.049900E+01
    1041   3.214400E+01   1.051200E+01
    1042   2.986200E+01   1.052400E+01
    1043   3.042500E+01   1.053600E+01
    1044   6.165700E+01   1.054900E+01
    1045   3.864200E+01   1.056100E+01
    1046   2.563400E+01   1.057300E+01
    1047   3.250600E+01   1.058500E+01
    1048   4.276100E+01   1.059800E+01
    1049   1.707300E+01   1.061000E+01
    1050   3.927500E+01   1.062200E+01
    1051   4.917000E+01   1.063400E+01
    1052   2.422100E+01   1.064600E+01
    1053   3.737600E+01   1.065900E+01
    1054   3.638000E+01   1.067100E+01
    1055   4.257300E+01   1.068300E+01
    1056   2.102400E+01   1.069500E+01
    1057   4.498900E+01   1.070800E+01
    1058   3.622100E+01   1.072000E+01
    1059   2.005900E+01   1.073200E+01
    1060   1.525100E+01   1.074500E+01
    1061   5.238700E+01   1.075700E+01
    1062   4.173600E+01   1.077000E+01
    1063   1.921300E+01   1.078200E+01
    1064   4.814500E+01   1.079500E+01
    1065   3.677000E+01   1.080800E+01
    1066   1.832400E+01   1.082100E+01
    1067   2.821900E+01   1.083400E+01
    1068   2.738100E+01   1.084700E+01
    1069   2.988200E+01   1.086000E+01
    1070   4.631700E+01   1.087300E+01
    1071   2.756300E+01   1.088700E+01
    1072   2.722200E+01   1.090000E+01
    1073   3.304200E+01   1.091400E+01
    1074   2.216700E+01   1.092700E+01
    1075   1.839100E+01   1.094100E+01
    1076   1.170700E+01   1.095500E+01
    1077   3.112700E+01   1.096900E+01
    1078   2.420500E+01   1.098300E+01
    1079   2.364700E+01   1.099800E+01
    1080   2.665000E+01   1.101200E+01
    1081   2.092200E+01   1.102700E+01
    1082   2.330500E+01   1.104200E+01
    1083   1.043200E+01   1.105700E+01
    1084   3.577100E+01   1.107200E+01
    1085   3.350600E+01   1.108700E+01
    1086   1.203300E+01   1.110300E+01
    1087   1.014000E+01   1.111900E+01
    1088   4.634800E+01   1.113400E+01
    1089   1.610800E+01   1.115000E+01
    1090   3.686800E+01   1.116700E+01
    1091   2.520000E+01   1.118300E+01
    1092  -7.005000E+00   1.120000E+01
    1093   2.557500E+01   1.121700E+01
    1094   4.633400E+01   1.123400E+01
    1095   1.617400E+01   1.125100E+01
    1096   1.549300E+01   1.126800E+01
    1097   2.982000E+01   1.128600E+01
    1098   3.164100E+01   1.130400E+01
    1099   8.526000E+00   1.132200E+01
    1100   1.143600E+01   1.134000E+01
    1101   2.616300E+01   1.135900E+01
    1102   4.453000E+00   1.137800E+01
    1103   1.616200E+01   1.139700E+01
    1104   1.678700E+01   1.141600E+01
    1105   1.208500E+01   1.143500E+01
    1106   9.819000E+00   1.145500E+01
    1107   1.712300E+01   1.147500E+01
    1108   1.548400E+01   1.149500E+01
    1109   2.968000E+01   1.151600E+01
    1110  -5.127000E+00   1.153600E+01
    1111   2.249000E+01   1.155700E+01
    1112   3.633600E+01   1.157900E+01
    1113   1.073000E+01   1.160000E+01
    1114   1.359500E+01   1.162200E+01
    1115   9.224000E+00   1.164400E+01
    1116   2.026400E+01   1.166600E+01
    1117   1.564800E+01   1.168900E+01
    1118  -3.162000E+00   1.171100E+01
    1119   9.572000E+00   1.173400E+01
    1120   3.586900E+01   1.175800E+01
    1121   1.398600E+01   1.178100E+01
    1122   2.620800E+01   1.180500E+01
    1123   1.009300E+01   1.182900E+01
    1124   1.089100E+01   1.185400E+01
    1125   1.026400E+01   1.187900E+01
    1126   1.523800E+01   1.190400E+01
    1127   1.417500E+01   1.192900E+01
    1128   1.323300E+01   1.195400E+01
    1129   1.794000E+01   1.198000E+01
    1130   3.289600E+01   1.200600E+01
    1131   3.432100E+01   1.203300E+01
    1132  -6.793000E+00   1.205900E+01
    1133   2.117300E+01   1.208600E+01
    1134   2.555000E+00   1.211400E+01
    1135   2.466500E+01   1.214100E+01
    1136   1.702600E+01   1.216900E+01
    1137   1.076700E+01   1.219700E+01
    1138   1.163600E+01   1.222500E+01
    1139   2.070300E+01   1.225400E+01
    1140   6.616000E+00   1.228300E+01
    1141  -2.009600E+01   1.231200E+01
    1142   1.920000E+01   1.234200E+01
    1143   3.303900E+01   1.237200E+01
    1144  -3.020000E-01   1.240200E+01
    1145   2.185000E+01   1.243200E+01
    1146   3.568900E+01   1.246300E+01
    1147   1.024500E+01   1.249400E+01
    1148   2.969000E+01   1.252500E+01
    1149   2.785200E+01   1.255700E+01
    1150   9.225000E+00   1.258900E+01
    1151   5.227000E+00   1.262100E+01
    1152   8.059000E+00   1.265300E+01
    1153   8.874000E+00   1.268600E+01
    1154   1.095900E+01   1.271900E+01
    1155   4.051500E+01   1.275200E+01
    1156   1.667700E+01   1.278600E+01
    1157  -4.782000E+00   1.281900E+01
    1158   1.627600E+01   1.285300E+01
    1159   4.991000E+00   1.288800E+01
    1160   2.384600E+01   1.292200E+01
    1161   4.083400E+01   1.295700E+01
    1162   1.799000E+01   1.299300E+01
    1163   1.528900E+01   1.302800E+01
    1164   1.141600E+01   1.306400E+01
    1165   9.842000E+00   1.310000E+01
    1166   7.492000E+00   1.313600E+01
    1167  -4.476000E+00   1.317300E+01
    1168   2.140000E+00   1.320900E+01
    1169   3.194000E+00   1.324600E+01
    1170   3.583500E+01   1.328400E+01
    1171   8.600000E-02   1.332100E+01
    1172   1.707200E+01   1.335900E+01
    1173   1.067800E+01   1.339700E+01
    1174  -5.738000E+00   1.343600E+01
    1175   1.349300E+01   1.347400E+01
    1176   4.458400E+01   1.351300E+01
    1177  -1.914000E+00   1.355200E+01
    1178   3.255000E+00   1.359100E+01
    1179   2.264000E+01   1.363100E+01
    1180  -2.110000E+00   1.367100E+01
    1181   2.701500E+01   1.371100E+01
    1182  -3.257000E+00   1.375100E+01
    1183   1.761200E+01   1.379200E+01
    1184   9.914000E+00   1.383200E+01
    1185   6.809000E+00   1.387300E+01
    1186   2.323000E+01   1.391500E+01
    1187   1.917200E+01   1.395600E+01
    1188   1.636700E+01   1.399800E+01
    1189  -2.110000E-01   1.404000E+01
    1190   1.956000E+00   1.408200E+01
    1191   2.646000E+01   1.412400E+01
    1192   2.105700E+01   1.416600E+01
    1193  -2.574000E+00   1.420900E+01
    1194   1.846800E+01   1.425200E+01
    1195   9.571000E+00   1.429500E+01
    1196   3.942200E+01   1.433800E+01
    1197   1.316900E+01   1.438200E+01
    1198   3.355200E+01   1.442500E+01
    1199   3.169500E+01   1.446900E+01
    1200   1.680000E-01   1.451300E+01
    1201   2.990900E+01   1.455800E+01
    1202   4.370000E+01   1.460200E+01
    1203   3.293700E+01   1.464700E+01
    1204   2.909000E+00   1.469100E+01
    1205   3.034600E+01   1.473600E+01
    1206   3.165600E+01   1.478100E+01
    1207   4.047500E+01   1.482700E+01
    1208   1.899400E+01   1.487200E+01
    1209   1.826100E+01   1.491800E+01
    1210   3.267000E+01   1.496300E+01
    1211   2.246800E+01   1.500900E+01
    1212   1.298100E+01   1.505500E+01
    1213   4.509100E+01   1.510100E+01
    1214   4.727000E+00   1.514800E+01
    1215   1.264100E+01   1.519400E+01
    1216  -1.637700E+01   1.524100E+01
    1217   3.959900E+01   1.528700E+01
    1218   2.250900E+01   1.533400E+01
    1219   8.542000E+00   1.538100E+01
    1220   4.014100E+01   1.542800E+01
    1221   3.040500E+01   1.547500E+01
    1222   1.047000E+00   1.552300E+01
    1223   1.536900E+01   1.557000E+01
    1224   1.429800E+01   1.561800E+01
    1225   3.237700E+01   1.566500E+01
    1226   2.553500E+01   1.571300E+01
    1227   2.393700E+01   1.576100E+01
    1228   2.709300E+01   1.580900E+01
    1229   7.710000E-01   1.585700E+01
    1230   2.774300E+01   1.590500E+01
    1231   1.905600E+01   1.595300E+01
    1232   3.832900E+01   1.600100E+01
    1233   3.201000E+01   1.604900E+01
    1234   4.340000E+00   1.609800E+01
    1235   2.180700E+01   1.614600E+01
    1236   3.612800E+01   1.619500E+01
    1237   8.231000E+00   1.624400E+01
    1238   2.181100E+01   1.629200E+01
    1239   6.621800E+01   1.634100E+01
    1240   5.230000E+01   1.639000E+01
    1241   7.164000E+00   1.643900E+01
    1242   2.668700E+01   1.648800E+01
    1243   4.335500E+01   1.653700E+01
    1244   4.991500E+01   1.658600E+01
    1245   1.812700E+01   1.663500E+01
    1246   2.191400E+01   1.668400E+01
    1247   2.906700E+01   1.673300E+01
    1248   2.341400E+01   1.678200E+01
    1249   5.378900E+01   1.683100E+01
    1250   4.929500E+01   1.688100E+01
    1251   1.170000E-01   1.693000E+01
    1252   7.939000E+00   1.697900E+01
    1253   4.834500E+01   1.702900E+01
    1254   4.064000E+01   1.707800E+01
    1255   2.774100E+01   1.712700E+01
    1256   2.722100E+01   1.717700E+01
    1257   8.858000E+00   1.722600E+01
    1258   6.642000E+00   1.727600E+01
    1259   1.356200E+01   1.732500E+01
    1260   4.306200E+01   1.737500E+01
    1261   6.864400E+01   1.742400E+01
    1262   4.388900E+01   1.747400E+01
    1263   1.798500E+01   1.752300E+01
    1264   3.205200E+01   1.757300E+01
    1265   3.581300E+01   1.762200E+01
    1266   1.441700E+01   1.767200E+01
    1267   3.140300E+01   1.772100E+01
    1268   3.254600E+01   1.777100E+01
    1269   3.999400E+01   1.782000E+01
    1270   2.475900E+01   1.787000E+01
    1271  -8.150000E-01   1.791900E+01
    1272   2.731500E+01   1.796900E+01
    1273   3.801300E+01   1.801800E+01
    1274   5.489500E+01   1.806800E+01
    1275   4.421800E+01   1.811700E+01
    1276   1.075000E+00   1.816600E+01
    1277   2.918500E+01   1.821600E+01
    1278   3.121600E+01   1.826500E+01
    1279   3.103000E+01   1.831500E+01
    1280   2.014200E+01   1.836400E+01
    1281   4.476800E+01   1.841400E+01
    1282   2.030900E+01   1.846300E+01
    1283   2.479900E+01   1.851200E+01
    1284   1.128800E+01   1.856200E+01
    1285   2.224400E+01   1.861100E+01
    1286   6.573600E+01   1.866000E+01
    1287   5.950000E+00   1.871000E+01
    1288   9.921000E+00   1.875900E+01
    1289   6.332500E+01   1.880800E+01
    1290   6.971000E+00   1.885700E+01
    1291  -6.274000E+00   1.890700E+01
    1292   7.055500E+01   1.895600E+01
    1293   3.435800E+01   1.900500E+01
    1294   1.408800E+01   1.905400E+01
    1295   1.762900E+01   1.910300E+01
    1296   3.227800E+01   1.915300E+01
    1297   5.596400E+01   1.920200E+01
    1298   6.907700E+01   1.925100E+01
    1299   1.989600E+01   1.930000E+01
    1300   2.940900E+01   1.934900E+01
    1301   1.493400E+01   1.939800E+01
    1302   2.284600E+01   1.944700E+01
    1303  -7.808000E+00   1.949700E+01
    1304   5.284400E+01   1.954600E+01
    1305   3.114400E+01   1.959500E+01
    1306   1.359100E+01   1.964400E+01
    1307   6.112900E+01   1.969300E+01
    1308   1.678300E+01   1.974200E+01
    1309   3.886700E+01   1.979100E+01
    1310   3.705500E+01   1.984000E+01
    1311   2.252400E+01   1.988900E+01
    1312   6.372800E+01   1.993800E+01
    1313   5.754500E+01   1.998700E+01
    1314   2.183100E+01   2.003600E+01
    1315   1.509700E+01   2.008500E+01
    1316   2.197600E+01   2.013500E+01
    1317   2.740100E+01   2.018400E+01
    1318   2.858800E+01   2.023300E+01
    1319   5.001400E+01   2.028200E+01
    1320   4.796700E+01   2.033100E+01
    1321   5.045600E+01   2.038000E+01
    1322   3.820800E+01   2.043000E+01
    1323   6.275900E+01   2.047900E+01
    1324   3.922800E+01   2.052800E+01
    1325   6.085700E+01   2.057700E+01
    1326   7.410000E+00   2.062700E+01
    1327   4.509000E+00   2.067600E+01
    1328   2.596800E+01   2.072500E+01
    1329   3.157800E+01   2.077500E+01
    1330   8.058000E+00   2.082400E+01
    1331   1.815600E+01   2.087400E+01
    1332   4.643600E+01   2.092300E+01
    1333   4.672800E+01   2.097300E+01
    1334   2.497700E+01   2.102200E+01
    1335  -1.164400E+01   2.107200E+01
    1336   5.536200E+01   2.112200E+01
    1337   5.748200E+01   2.117200E+01
    1338   3.835000E+01   2.122100E+01
    1339   3.226000E+00   2.127100E+01
    1340   1.308400E+01   2.132100E+01
    1341   5.382200E+01   2.137100E+01
    1342  -1.791100E+01   2.142200E+01
    1343   2.250000E+00   2.147200E+01
    1344   4.084000E+01   2.152200E+01
    1345   6.324800E+01   2.157200E+01
    1346   2.205100E+01   2.162300E+01
    1347   1.342900E+01   2.167300E+01
    1348  -1.230400E+01   2.172400E+01
    1349   4.110300E+01   2.177500E+01
    1350   5.061100E+01   2.182500E+01
    1351   2.415100E+01   2.187600E+01
    1352  -5.340000E+00   2.192700E+01
    1353   3.168300E+01   2.197800E+01
    1354   3.660300E+01   2.202900E+01
    1355   2.054700E+01   2.208100E+01
    1356   4.976400E+01   2.213200E+01
    1357   6.122100E+01   2.218400E+01
    1358  -3.580000E-01   2.223500E+01
    1359  -1.383700E+01   2.228700E+01
    1360   3.187100E+01   2.233900E+01
    1361   6.293900E+01   2.239100E+01
    1362   2.570400E+01   2.244300E+01
    1363   1.329000E+00   2.249500E+01
    1364   3.938200E+01   2.254800E+01
    1365  -1.805900E+01   2.260000E+01
    1366   2.310900E+01   2.265300E+01
    1367   2.306100E+01   2.270600E+01
    1368   1.854700E+01   2.275900E+01
    1369   8.383000E+00   2.281200E+01
    1370   3.372100E+01   2.286500E+01
    1371   4.102600E+01   2.291900E+01
    1372  -2.782800E+01   2.297200E+01
    1373   1.649700E+01   2.302600E+01
    1374   1.834000E+01   2.308000E+01
    1375  -1.839600E+01   2.313400E+01
    1376   1.608500E+01   2.318800E+01
    1377   3.297400E+01   2.324300E+01
    1378   2.207000E+01   2.329800E+01
    1379   4.556000E+01   2.335200E+01
    1380   8.243700E+01   2.340700E+01
    1381   3.248700E+01   2.346300E+01
    1382  -2.725700E+01   2.351800E+01
    1383   7.210000E+00   2.357400E+01
    1384   9.386000E+00   2.362900E+01
    1385   2.666100E+01   2.368500E+01
    1386   1.304000E+01   2.374200E+01
    1387   2.214600E+01   2.379800E+01
    1388   5.756000E+00   2.385500E+01
    1389  -8.945000E+00   2.391100E+01
    1390   1.859000E+00   2.396800E+01
    1391   5.958500E+01   2.402600E+01
    1392   2.012700E+01   2.408300E+01
    1393   1.078300E+01   2.414100E+01
    1394  -1.620000E-01   2.419900E+01
    1395   3.061000E+00   2.425700E+01
    1396   4.267800E+01   2.431500E+01
    1397   5.848200E+01   2.437400E+01
    1398   2.196200E+01   2.443300E+01
    1399   5.427000E+00   2.449200E+01
    1400   3.864000E+01   2.455100E+01
    1401   1.542200E+01   2.461100E+01
    1402   1.415900E+01   2.467000E+01
    1403   2.136200E+01   2.473000E+01
    1404   2.655000E+01   2.479100E+01
    1405   4.541600E+01   2.485100E+01
    1406  -6.407000E+00   2.491200E+01
    1407   1.121400E+01   2.497300E+01
    1408   1.021900E+01   2.503500E+01
    1409   7.084000E+00   2.509600E+01
    1410  -1.781500E+01   2.515800E+01
    1411   2.150400E+01   2.522000E+01
    1412  -1.082100E+01   2.528300E+01
    1413   1.967900E+01   2.534500E+01
    1414   5.270000E+00   2.540800E+01
    1415   1.397500E+01   2.547100E+01
    1416   3.940000E+01   2.553500E+01
    1417   8.090000E+00   2.559900E+01
    1418   2.649600E+01   2.566300E+01
    1419   5.565000E+01   2.572700E+01
    1420   9.360000E-01   2.579200E+01
    1421  -9.161000E+00   2.585700E+01
    1422  -5.823000E+00   2.592200E+01
    1423   9.264000E+00   2.598700E+01
    1424   3.940400E+01   2.605300E+01
    1425   1.479600E+01   2.611900E+01
    1426  -8.285000E+00   2.618600E+01
    1427   4.664600E+01   2.625200E+01
    1428  -2.216900E+01   2.631900E+01
    1429   3.860800E+01   2.638600E+01
    1430   7.737200E+01   2.645400E+01
    1431  -2.805300E+01   2.652200E+01
    1432  -3.581000E+00   2.659000E+01
    1433   1.858400E+01   2.665900E+01
    1434  -2.802900E+01   2.672700E+01
    1435   2.845000E+01   2.679600E+01
    1436   3.137400E+01   2.686600E+01
    1437   4.756400E+01   2.693500E+01
    1438   3.462000E+00   2.700600E+01
    1439   1.297600E+01   2.707600E+01
    1440   1.767600E+01   2.714700E+01
    1441  -8.560000E-01   2.721700E+01
    1442   3.896700E+01   2.728900E+01
    1443   1.800700E+01   2.736000E+01
    1444  -1.219400E+01   2.743200E+01
    1445  -3.117000E+01   2.750500E+01
    1446  -7.100000E+00   2.757700E+01
    1447   3.712400E+01   2.765000E+01
    1448   4.639500E+01   2.772300E+01
    1449   2.149400E+01   2.779700E+01
    1450  -6.695000E+01   2.787100E+01
    1451   3.510600E+01   2.794500E+01
    1452   3.700900E+01   2.801900E+01
    1453  -5.709900E+01   2.809400E+01
    1454  -1.314500E+01   2.816900E+01
    1455   3.543100E+01   2.824500E+01
    1456  -3.037500E+01   2.832000E+01
    1457   6.715000E+00   2.839600E+01
    1458   1.446300E+01   2.847300E+01
