#DataThief C:\Users\ErikH\Desktop\heli2015-page-001.jpg woensdag 25-apr-2018 2:41:47 PM
3.6675e-3, 4.6008e-4
3.6747e-3, 4.6008e-4
3.6818e-3, 4.6007e-4
3.689e-3, 4.5473e-4
3.6962e-3, 4.5473e-4
3.7035e-3, 4.5472e-4
3.7107e-3, 4.4944e-4
3.7179e-3, 4.4944e-4
3.7252e-3, 4.4944e-4
3.7325e-3, 4.4943e-4
3.7398e-3, 4.4421e-4
3.7471e-3, 4.4421e-4
3.7544e-3, 4.4421e-4
3.7617e-3, 4.3905e-4
3.7691e-3, 4.3905e-4
3.7764e-3, 4.3904e-4
3.7838e-3, 4.3904e-4
3.7912e-3, 4.3904e-4
3.7986e-3, 4.3394e-4
3.806e-3, 4.3394e-4
3.8135e-3, 4.2889e-4
3.8209e-3, 4.2889e-4
3.8284e-3, 4.2889e-4
3.8359e-3, 4.2889e-4
3.8434e-3, 4.2391e-4
3.8509e-3, 4.239e-4
3.8584e-3, 4.239e-4
3.8659e-3, 4.1898e-4
3.8735e-3, 4.1897e-4
3.8811e-3, 4.1897e-4
3.8886e-3, 4.1897e-4
3.8962e-3, 4.1897e-4
3.9038e-3, 4.141e-4
3.9115e-3, 4.141e-4
3.9191e-3, 4.141e-4
3.9268e-3, 4.0929e-4
3.9344e-3, 4.0928e-4
3.9421e-3, 4.0928e-4
3.9498e-3, 4.0453e-4
3.9575e-3, 4.0452e-4
3.9653e-3, 4.0452e-4
3.973e-3, 4.0452e-4
3.9808e-3, 4.0452e-4
3.9886e-3, 3.9982e-4
3.9964e-3, 3.9982e-4
4.0042e-3, 3.9981e-4
4.012e-3, 3.9517e-4
4.0198e-3, 3.9517e-4
4.0277e-3, 3.9058e-4
4.0355e-3, 3.9058e-4
4.0434e-3, 3.9057e-4
4.0513e-3, 3.9057e-4
4.0592e-3, 3.9057e-4
4.0672e-3, 3.8603e-4
4.0751e-3, 3.8603e-4
4.0831e-3, 3.8603e-4
4.0911e-3, 3.8154e-4
4.0991e-3, 3.8154e-4
4.1071e-3, 3.8154e-4
4.1151e-3, 3.8154e-4
4.1231e-3, 3.8153e-4
4.1312e-3, 3.771e-4
4.1392e-3, 3.771e-4
4.1473e-3, 3.771e-4
4.1554e-3, 3.7272e-4
4.1636e-3, 3.7272e-4
4.1717e-3, 3.7271e-4
4.1798e-3, 3.6838e-4
4.188e-3, 3.6838e-4
4.1962e-3, 3.6838e-4
4.2044e-3, 3.641e-4
4.2126e-3, 3.641e-4
4.2208e-3, 3.641e-4
4.2291e-3, 3.641e-4
4.2373e-3, 3.5987e-4
4.2456e-3, 3.5986e-4
4.2539e-3, 3.5986e-4
4.2622e-3, 3.5986e-4
4.2705e-3, 3.5568e-4
4.2789e-3, 3.5568e-4
4.2872e-3, 3.5568e-4
4.2956e-3, 3.5567e-4
4.304e-3, 3.5154e-4
4.3124e-3, 3.5154e-4
4.3208e-3, 3.5154e-4
4.3293e-3, 3.5154e-4
4.3377e-3, 3.4745e-4
4.3462e-3, 3.4745e-4
4.3547e-3, 3.4341e-4
4.3632e-3, 3.4341e-4
4.3717e-3, 3.4341e-4
4.3803e-3, 3.4341e-4
4.3888e-3, 3.4341e-4
4.3974e-3, 3.3942e-4
4.406e-3, 3.3942e-4
4.4146e-3, 3.3941e-4
4.4232e-3, 3.3941e-4
4.4319e-3, 3.3547e-4
4.4405e-3, 3.3547e-4
4.4492e-3, 3.3157e-4
4.4579e-3, 3.3157e-4
4.4666e-3, 3.3157e-4
4.4753e-3, 3.3157e-4
4.4841e-3, 3.3156e-4
4.4928e-3, 3.2771e-4
4.5016e-3, 3.2771e-4
4.5104e-3, 3.239e-4
4.5192e-3, 3.239e-4
4.5281e-3, 3.239e-4
4.5369e-3, 3.239e-4
4.5458e-3, 3.2014e-4
4.5546e-3, 3.2013e-4
4.5635e-3, 3.2013e-4
4.5725e-3, 3.2013e-4
4.5814e-3, 3.1641e-4
4.5903e-3, 3.1641e-4
4.5993e-3, 3.1641e-4
4.6083e-3, 3.1641e-4
4.6173e-3, 3.1273e-4
4.6263e-3, 3.1273e-4
4.6354e-3, 3.1273e-4
4.6444e-3, 3.0909e-4
4.6535e-3, 3.0909e-4
4.6626e-3, 3.0909e-4
4.6717e-3, 3.0909e-4
4.6808e-3, 3.055e-4
4.69e-3, 3.055e-4
4.6991e-3, 3.055e-4
4.7083e-3, 3.0195e-4
4.7175e-3, 3.0194e-4
4.7267e-3, 3.0194e-4
4.7359e-3, 3.0194e-4
4.7452e-3, 3.0194e-4
4.7545e-3, 2.9843e-4
4.7638e-3, 2.9843e-4
4.7731e-3, 2.9496e-4
